region_id,C06_CFNC_BF_3000_mr,C06_CFNC_BF_Ns,C06_CFNC_BF_Tot,C06_CFNC_BPT_N,C06_CFNC_BPT_1_199,C06_CFNC_BPT_200_399,C06_CFNC_BPT_400_599,C06_CFNC_BPT_600_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_Tot,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_199,C06_CFNC_1F1P_200_399,C06_CFNC_1F1P_400_599,C06_CFNC_1F1P_600_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_Tot,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_199,C06_CFNC_1E1A_200_399,C06_CFNC_1E1A_400_599,C06_CFNC_1E1A_600_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_Tot,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_199,C06_CFNC_1F1NW_200_399,C06_CFNC_1F1NW_400_599,C06_CFNC_1F1NW_600_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_i3000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_Tot,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_199,C06_CFNC_1P1NW_200_399,C06_CFNC_1P1NW_400_599,C06_CFNC_1P1NW_600_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_mr,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_199,C06_CFNC_1A1NW_200_399,C06_CFNC_1A1NW_400_599,C06_CFNC_1A1NW_600_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_mr,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_Tot,C06_CFNC_BA_N,C06_CFNC_BA_1_199,C06_CFNC_BA_200_399,C06_CFNC_BA_400_599,C06_CFNC_BA_600_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_mr,C06_CFNC_BA_Ns,C06_CFNC_BA_Tot,C06_CFNC_BNW_Ne_Nil,C06_CFNC_BNW_1_199,C06_CFNC_BNW_200_399,C06_CFNC_BNW_400_599,C06_CFNC_BNW_600_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000mr,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_199,C06_CFNC_LFns_200_399,C06_CFNC_LFns_400_599,C06_CFNC_LFns_600_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_199,C06_CFNC_T_200_399,C06_CFNC_T_400_599,C06_CFNC_T_600_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CFC_BFT_N,C06_CFC_BFT_1_199,C06_CFC_BFT_200_399,C06_CFC_BFT_400_599,C06_CFC_BFT_600_799,C06_CFC_BFT_800_999,C06_CFC_BFT_1000_1499,C06_CFC_BFT_1500_1999,C06_CFC_BFT_2000_2499,C06_CFC_BFT_2500_2999,C06_CFC_BFT_3000_mr,C06_CFC_BFT_Ns,C06_CFC_BFT_Tot,C06_CFC_BPT_N,C06_CFC_BPT_1_199,C06_CFC_BPT_200_399,C06_CFC_BPT_400_599,C06_CFC_BPT_600_799,C06_CFC_BPT_800_999,C06_CFC_BPT_1000_1499,C06_CFC_BPT_1500_1999,C06_CFC_BPT_2000_2499,C06_CFC_BPT_2500_2999,C06_CFC_BPT_3000m,C06_CFC_BPT_Ns,C06_CFC_BPT_T,C06_CFC_1F1P_N,C06_CFC_1F1P_1_199,C06_CFC_1F1P_200_399,C06_CFC_1F1P_400_599,C06_CFC_1F1P_600_799,C06_CFC_1F1P_800_999,C06_CFC_1F1P_1000_1499,C06_CFC_1F1P_1500_1999,C06_CFC_1F1P_2000_2499,C06_CFC_1F1P_2500_2999,C06_CFC_1F1P_3000m,C06_CFC_1F1P_Ns,C06_CFC_1F1P_Tot,C06_CF_1E1A_N,C06_CF_1E1A_1_199,C06_CF_1E1A_200_399,C06_CF_1E1A_400_599,C06_CF_1E1A_600_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000m,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_199,C06_CF_1F1NW_200_399,C06_CF_1F1NW_400_599,C06_CF_1F1NW_600_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_T,C06_CF_1P1NW_N,C06_CF_1P1NW_1_199
LGA57630,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,3,3,0,3,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,21,6,287,0,0,0,3,13,8,15,6,6,5,3,0,59,0,0,3,9,8,8,93,48,29,13,15,10,236,0,3,0,0,3,3,11,7,6,3,6,0,42,3,0,3,18,19,19,58,15,5,19,3,9,171,0,0,5,22,20,6,13,4,4,5,0,3,82,0,0,0,0,3,3,5,0,0,3,0,0,14,0,0,0,0,3,0,7,3,3,3,0,3,22,12,13,12,158,64,15,46,9,0,5,6,17,357,0,3,0,3,3,0,0,3,0,0,0,88,100,15,22,23,216,140,71,313,175,119,86,54,136,1370,0,0,0,3,4,6,49,54,49,44,67,49,325,0,3,0,3,5,0,18,14,6,3,0,9,61,0,0,0,5,12,32,142,143,68,45,41,62,550,0,3,0,3,0,0,18,22,19,15,5,14,99,4,0,5,9,24,41,153,57,25,43,24,46,431,0,0
LGA57770,0,4,40,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,3,0,0,0,0,14,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,3,3,4,0,0,0,0,0,0,10,0,0,0,3,0,4,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,11,4,0,3,0,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,14,14,0,5,3,26,14,8,39,11,0,0,0,24,130,0,0,0,0,0,0,6,3,3,0,0,8,20,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,10,3,3,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,9,0,0
LGA57840,318,10,1163,0,4,6,7,23,11,49,29,12,12,29,0,182,0,0,3,3,18,28,167,137,81,60,96,5,598,0,0,0,0,3,0,20,24,22,15,26,0,110,3,0,3,19,32,43,105,51,24,89,31,10,410,3,4,15,36,19,18,43,11,12,9,16,3,189,0,3,0,7,8,3,6,0,3,6,0,3,39,0,0,0,0,3,3,8,4,3,5,12,3,41,33,28,28,232,188,71,194,33,27,23,24,37,918,0,0,0,7,3,3,9,0,0,0,0,316,338,42,39,55,314,300,195,773,495,423,413,552,387,3988,4,3,3,3,5,6,43,66,86,102,231,51,603,0,0,3,7,6,6,11,17,14,14,19,10,107,0,0,3,5,6,17,149,178,161,162,307,68,1056,0,0,3,0,4,0,12,36,30,23,38,19,165,3,3,3,12,25,28,163,109,29,271,76,44,766,3,3
LGA57910,788,50,4684,3,8,12,76,90,70,217,76,60,31,30,13,686,6,5,3,29,82,158,858,491,280,157,217,31,2317,0,0,0,12,17,25,121,63,93,42,62,9,444,10,3,29,116,237,190,459,185,64,173,52,70,1588,4,12,77,240,159,84,201,53,21,23,21,38,933,0,3,11,28,27,17,31,20,5,13,3,8,166,3,0,0,5,5,4,46,51,33,24,20,16,207,114,237,121,2478,1155,375,867,130,59,39,73,241,5889,8,12,6,68,34,5,30,9,8,3,7,1205,1395,156,280,262,3063,1840,961,3718,2175,1740,1160,1273,1681,18309,10,5,11,10,31,37,396,441,543,487,726,342,3039,3,0,8,28,49,57,159,127,71,46,55,64,667,3,10,5,39,95,172,1157,1207,757,642,914,397,5398,0,4,0,9,25,26,131,131,129,108,149,95,807,4,10,28,130,306,360,1104,528,178,714,271,354,3987,3,0
LGA57980,217,0,533,0,4,5,6,10,9,17,6,9,4,19,4,93,0,0,0,5,10,12,67,38,25,33,62,0,252,0,0,0,0,0,0,10,4,10,10,6,4,44,0,0,0,0,8,14,49,16,11,43,9,9,159,0,3,8,17,11,9,20,9,6,11,12,4,110,0,0,0,3,3,0,3,3,3,3,3,0,21,0,0,0,0,0,0,0,0,0,0,13,3,16,12,5,9,70,66,26,79,28,17,14,14,14,354,0,0,0,0,0,0,0,0,0,0,0,149,149,12,12,22,101,111,70,287,179,196,199,355,187,1731,0,0,0,3,0,0,10,21,28,49,114,33,258,0,0,0,3,3,3,6,4,3,3,11,3,39,0,0,0,0,5,9,39,51,53,66,161,37,421,0,0,0,0,0,4,6,8,5,8,19,3,53,3,0,0,4,3,8,45,25,7,115,47,20,277,0,3
LGA58050,136,39,2276,3,5,8,31,37,27,75,18,11,3,8,7,233,4,0,4,13,43,95,480,244,113,29,44,15,1084,0,0,0,4,10,5,93,64,36,19,13,17,261,5,3,16,76,144,139,297,88,13,50,13,31,875,3,5,27,103,80,36,54,18,8,8,5,7,354,0,0,5,17,17,11,31,8,3,5,0,12,109,0,3,0,3,5,3,31,12,11,6,9,6,89,51,78,51,934,392,76,245,33,17,11,16,89,1993,5,3,3,38,15,3,14,3,0,3,0,575,662,74,101,114,1229,777,428,2065,1155,669,282,244,798,7936,9,3,7,9,21,22,453,558,428,246,241,250,2247,5,0,6,21,32,37,110,56,27,17,19,32,362,4,4,10,31,83,176,1170,855,415,224,215,255,3442,3,0,0,10,21,35,153,140,81,37,31,63,574,4,11,25,135,248,412,1158,386,114,218,72,215,2998,0,3
LGA58190,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,3,10,6,3,3,0,3,46,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,3,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,3,15,0,0
LGA58260,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,0,3,0,0,0,0,3,15,0,0,0,3,0,0,0,0,0,0,0,3,6,6,0,0,15,9,6,20,10,6,6,0,6,84,0,0,0,0,3,0,8,0,3,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,5,3,0,0,3,26,0,0
LGA58330,7,0,94,0,0,0,4,4,4,15,0,0,0,0,0,27,0,0,0,0,3,3,30,18,7,5,5,0,71,0,0,0,0,3,0,3,3,4,0,0,3,16,0,3,0,7,11,8,24,7,0,4,0,6,70,3,0,0,4,7,3,12,0,0,0,0,0,29,0,0,0,0,0,3,3,0,3,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,12,88,41,11,14,5,0,4,0,3,195,0,0,3,3,3,0,0,0,0,3,0,51,63,12,14,15,106,75,35,130,59,34,19,12,66,577,0,4,0,3,3,3,15,12,6,4,5,11,66,0,0,0,3,3,0,5,0,3,4,3,0,21,0,0,0,3,3,4,39,21,8,0,10,14,102,0,0,0,0,0,0,7,6,0,0,4,4,21,3,0,0,7,4,11,34,16,3,6,4,12,100,0,0
LGA58400,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,10,14,3,0,4,5,5,5,21,4,0,0,5,10,62,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,3,0,6,0,0,0,0,3,15,0,0
LGA58470,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,5,0,6,0,3,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0
LGA58510,155,13,991,0,3,8,11,13,12,39,6,7,4,0,3,106,0,0,0,7,10,32,129,95,56,17,31,4,381,0,0,0,0,3,3,19,17,19,6,6,4,77,4,3,5,24,26,31,81,32,6,31,12,10,265,0,5,13,32,13,17,19,3,3,3,3,3,114,0,0,4,0,6,0,4,0,3,0,3,0,20,0,0,0,0,0,3,13,5,4,4,4,0,33,24,24,15,340,135,32,81,9,5,0,0,31,696,0,3,0,13,3,3,3,0,0,0,3,232,260,31,38,45,430,212,141,559,384,347,239,217,300,2943,0,0,0,0,0,3,53,63,73,62,61,32,347,0,0,0,11,12,11,16,11,6,0,7,10,84,0,0,0,3,14,28,148,121,85,53,56,33,541,0,0,3,0,5,5,27,18,15,7,15,13,108,0,0,3,18,46,50,117,68,14,78,15,52,461,0,0
LGA58540,3,0,25,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,10,3,0,0,0,0,19,0,0,0,0,0,0,0,3,3,0,0,3,9,0,0,0,3,3,3,3,0,0,3,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,5,0,5,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,0,11,14,0,3,0,18,14,6,34,9,9,3,3,14,113,3,0,0,0,0,0,8,3,3,3,3,6,29,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,3,6,3,0,3,3,3,29,0,0,0,0,0,0,3,3,3,0,3,3,15,0,0,3,4,5,10,6,3,0,0,0,0,31,0,0
LGA58570,303,3,1148,3,0,3,16,20,7,32,15,12,0,5,0,113,3,0,0,4,9,28,134,79,54,30,58,5,404,0,3,4,0,3,3,18,12,16,11,17,3,90,3,0,3,14,28,29,66,44,14,43,8,5,257,0,8,6,23,11,9,15,5,4,3,4,5,93,0,0,0,3,0,3,3,3,0,3,0,0,15,0,0,0,0,0,0,6,6,6,3,9,4,34,23,41,17,293,77,18,62,9,0,0,4,26,570,3,3,0,3,3,3,3,0,0,3,0,233,254,38,58,33,360,163,100,480,371,368,315,408,284,2978,0,0,3,0,4,3,48,50,71,71,101,37,388,0,0,0,5,6,7,25,16,12,12,6,6,95,0,3,0,3,16,26,111,143,128,108,144,30,712,0,0,0,0,0,3,16,26,18,20,22,12,117,3,3,3,14,28,23,127,67,24,138,43,33,506,0,3
LGA58610,7,3,48,0,0,0,0,0,0,6,0,0,0,0,0,6,3,0,0,0,0,3,27,5,6,3,0,0,47,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,3,3,3,3,0,3,21,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,32,17,5,3,3,0,0,0,0,63,0,0,0,3,0,0,3,0,0,0,0,24,30,3,3,3,41,23,17,59,20,9,9,10,33,230,0,0,3,3,5,0,3,10,4,3,0,7,38,0,0,0,0,0,0,6,3,3,0,0,0,12,0,0,0,3,6,7,17,10,3,3,3,8,60,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,9,5,13,4,0,0,0,4,41,0,0
LGA58680,0,3,15,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,7,9,3,12,3,3,3,0,9,55,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,6,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0
LGA58760,163,45,2685,0,7,3,34,45,33,114,27,19,5,11,12,310,3,0,7,23,54,111,606,309,125,56,39,20,1353,3,0,0,7,8,12,112,62,51,15,22,15,307,10,0,12,87,163,154,338,92,21,63,11,44,995,0,7,33,153,61,38,90,16,3,0,8,13,422,9,0,8,27,31,14,29,3,3,3,0,10,137,3,0,0,5,8,4,27,27,13,3,5,13,108,64,105,64,1352,694,185,351,34,23,12,12,108,3004,3,0,0,33,13,7,15,5,0,0,0,647,723,104,119,130,1733,1095,599,2449,1388,881,348,271,927,10044,10,3,0,4,23,30,488,588,541,286,285,285,2543,0,0,11,20,30,40,159,72,34,22,19,50,457,6,7,13,33,117,197,1316,1064,555,274,249,298,4129,0,4,4,8,19,30,215,149,92,52,45,79,697,12,11,27,115,337,502,1474,529,155,323,56,311,3852,11,3
LGA58820,3,4,66,0,3,0,4,3,0,5,3,3,0,0,0,21,0,0,0,0,5,0,16,17,6,0,0,0,44,0,3,0,0,3,3,3,0,0,0,3,0,15,0,0,0,0,3,6,13,6,3,8,0,4,43,0,0,0,5,8,3,3,0,0,0,0,0,19,0,0,0,0,3,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,3,5,7,4,73,24,9,14,0,0,0,0,5,141,0,0,3,0,0,0,3,0,0,0,0,22,28,5,13,7,82,52,27,72,54,24,12,9,35,392,0,0,0,0,3,0,8,10,12,8,7,15,63,0,0,0,5,0,0,4,0,0,0,0,0,9,0,0,0,0,0,3,25,22,23,10,12,14,109,0,0,0,0,0,0,7,0,4,4,0,4,19,3,0,0,0,11,9,42,22,3,8,0,11,109,0,0
LGA58890,0,0,39,0,0,0,0,5,0,3,0,0,0,0,0,8,0,0,0,3,0,5,8,0,3,0,3,0,22,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,3,3,0,4,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,8,0,3,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,5,8,6,0,0,20,16,5,41,12,12,0,3,5,120,4,0,0,3,0,0,7,3,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,8,0,0,6,4,36,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,5,5,5,0,0,0,0,5,20,0,0
LGA59030,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,3,5,0,0,7,3,3,0,0,7,28,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,10,0,0
LGA59100,0,3,29,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,3,4,0,8,0,0,0,0,0,19,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,9,9,3,4,4,19,12,6,19,0,6,0,0,15,88,3,0,0,3,0,0,0,8,0,0,7,7,28,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,4,5,3,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,5,3,6,0,0,0,0,5,25,0,0
LGA59170,4,0,44,0,0,0,0,0,0,4,5,0,0,0,0,9,0,0,0,3,0,4,7,7,0,0,3,3,27,0,0,0,3,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,4,0,3,0,0,0,0,4,23,0,0,0,0,5,0,0,0,0,0,0,6,11,5,0,0,19,9,7,39,20,6,6,7,13,131,0,0,0,0,0,3,10,8,4,5,5,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,7,3,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,5,4,0,0,0,0,12,0,0
LGA59250,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,6,3,0,12,0,3,0,3,3,30,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0
LGA59310,3,0,58,0,0,0,3,0,0,3,0,3,0,0,0,9,0,0,3,0,3,0,13,5,3,3,3,3,36,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,4,5,5,0,3,0,0,0,22,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,3,0,3,0,0,3,20,0,0,0,0,0,0,3,0,0,0,0,12,15,4,0,6,22,14,11,47,20,15,6,9,18,172,0,0,3,3,0,3,8,5,7,4,3,9,45,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,3,22,8,3,3,0,11,56,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,3,3,3,6,14,3,0,0,0,0,32,0,0
LGA59320,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,6,3,15,0,3,0,0,3,37,0,0,3,0,0,0,0,4,3,0,3,3,16,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,3,10,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0
