region_id,C01_Se_h_NPUR_1,C01_Se_h_NPUR_2,C01_Se_h_NPUR_3,C01_Se_h_NPUR_4,C01_Se_h_NPUR_5,C01_Se_h_NPUR_6more,C01_Se_h_Tot,C01_SDRTHT1S_NPUR_1,C01_SDRTHT1S_NPUR_2,C01_SDRTHT1S_NPUR_3,C01_SDRTHT1S_NPUR_4,C01_SDRTHT1S_NPUR_5,C01_SDRTHT1S_NPUR_6mo,C01_SDRTHT1S_To,C01_SDRTHT2S_NPUR_1,C01_SDRTHT2S_NPUR_2,C01_SDRTHT2S_NPUR_3,C01_SDRTHT2S_NPUR_4,C01_SDRTHT2S_NPUR_5,C01_SDRTHT2S_NPUR_6mo,C01_SDRTHT2S_To,C01_SDRTHT_NPUR_1,C01_SDRTHT_NPUR_2,C01_SDRTHT_NPUR_3,C01_SDRTHT_NPUR_4,C01_SDRTHT_NPUR_5,C01_SDRTHT_NPUR_6mor,C01_SDRTHT_Tot,C01_FUA_1_2SB_NPUR_1,C01_FUA_1_2SB_NPUR_2,C01_FUA_1_2SB_NPUR_3,C01_FUA_1_2SB_NPUR_4,C01_FUA_1_2SB_NPUR_5,C01_FUA_1_2SB_NPUR_6mor,C01_FUA_1_2SB_Tot,C01_FUA_I_a_3SB_NPUR_1,C01_FUA_I_a_3SB_NPUR_2,C01_FUA_I_a_3SB_NPUR_3,C01_FUA_I_a_3SB_NPUR_4,C01_FUA_I_a_3SB_NPUR_5,C01_FUA_I_a_3SB_NPUR_6m,C01_FUA_In_a_3SB_To,C01_FUA_4mor_s_b_NPUR_1,C01_FUA_4mor_s_b_NPUR_2,C01_FUA_4mor_s_b_NPUR_3,C01_FUA_4mor_s_b_NPUR_4,C01_FUA_4mor_s_b_NPUR_5,C01_FUA_4m_s_b_NPUR_6mor,C01_FUA_4mor_st_bl_Tot,C01_FUA_AH_NPUR_1,C01_FUA_AH_NPUR_2,C01_FUA_AH_NPUR_3,C01_FUA_AH_NPUR_4,C01_FUA_AH_NPUR_5,C01_FUA_AH_NPUR_6mo,C01_FUA_AH_Tot,C01_FUA_To_NPUR_1,C01_FUA_To_NPUR_2,C01_FUA_To_NPUR_3,C01_FUA_To_NPUR_4,C01_FUA_To_NPUR_5,C01_FUA_To_NPUR_6mo,C01_FUA_To_To,C01_OD_CCH_NPUR_1,C01_OD_CCH_NPUR_2,C01_OD_CCH_NPUR_3,C01_OD_CCH_NPUR_4,C01_OD_CCH_NPUR_5,C01_OD_CCH_NPUR_6mo,C01_OD_CCH_Tot,C01_OD_IHTSO_NPUR_1,C01_OD_IHTSO_NPUR_2,C01_OD_IHTSO_NPUR_3,C01_OD_IHTSO_NPUR_4,C01_OD_IHTSO_NPUR_5,C01_OD_IHTSO_NPUR_6mo,C01_OD_IHTSO_Tot,C01_OD_H_f_a_s_o_NPUR_1,C01_OD_H_f_a_s_o_NPUR_2,C01_OD_H_f_a_s_o_NPUR_3,C01_OD_H_f_a_s_o_NPUR_4,C01_OD_H_f_a_s_o_NPUR_5,C01_OD_H_f_a_s_o_NPUR_6mor,C01_OD_H_f_a_s_o_TO,C01_OD_Tot_NPUR_1,C01_OD_Tot_NPUR_2,C01_OD_Tot_NPUR_3,C01_OD_Tot_NPUR_4,C01_OD_Tot_NPUR_5,C01_OD_Tot_NPUR_6mor,C01_OD_T_T,C01_DS_ns_NPUR_1,C01_DS_ns_NPUR_2,C01_DS_ns_NPUR_3,C01_DS_ns_NPUR_4,C01_DS_ns_NPUR_5,C01_DS_ns_NPUR_6more,C01_Dwg_st_NS_T,C01_Tot_NPUR_1,C01_Tot_NPUR_2,C01_Tot_NPUR_3,C01_Tot_NPUR_4,C01_Tot_NPUR_5,C01_Tot_NPUR_6more,C01_T_T,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_S_r_t_h_t_1_s_NPUR_1,C06_S_r_t_h_t_1_s_NPUR_2,C06_S_r_t_h_t_1_s_NPUR_3,C06_S_r_t_h_t_1_s_NPUR_4,C06_S_r_t_h_t_1_s_NPUR_5,C06_S_r_t_h_t_1_s_NPUR_6mo,C06_SDRTHTS_To,C06_S_r_t_h_t_2mor_s_NPUR_1,C06_S_r_t_h_t_2mor_s_NPUR_2,C06_S_r_t_h_t_2mor_s_NPUR_3,C06_S_r_t_h_t_2mor_s_NPUR_4,C06_S_r_t_h_t_2mor_s_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_Sd_r_t_h_t_To_NPUR_1,C06_Sd_r_t_h_t_To_NPUR_2,C06_Sd_r_t_h_t_To_NPUR_3,C06_Sd_r_t_h_t_To_NPUR_4,C06_Sd_r_t_h_t_To_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_Sd_r_t_h_t_To_Tot,C06_Fl_u_a_1_2SB_NPUR_1,C06_Fl_u_a_1_2SB_NPUR_2,C06_Fl_u_a_1_2SB_NPUR_3,C06_Fl_u_a_1_2SB_NPUR_4,C06_Fl_u_a_1_2SB_NPUR_5,C06_F_u_a_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_F_u_a_I_a_3SB_NPUR_1,C06_F_u_a_I_a_3SB_NPUR_2,C06_F_u_a_I_a_3SB_NPUR_3,C06_F_u_a_I_a_3SB_NPUR_4,C06_F_u_a_I_a_3SB_NPUR_5,C06_F_u_a_I_a_3SB_NPUR_6m,C06_FUA_In_a_3_st_b_To,C06_F_u_a_4mor_s_b_NPUR_1,C06_F_u_a_4mor_s_b_NPUR_2,C06_F_u_a_4mor_s_b_NPUR_3,C06_F_u_a_4mor_s_b_NPUR_4,C06_F_u_a_4mor_s_b_NPUR_5,C06_F_u_a_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4
LGA54130,91,142,46,76,36,7,398,8,4,0,0,0,0,12,0,0,0,0,0,0,0,8,4,0,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,3,0,3,0,0,6,0,0,0,0,3,0,3,102,149,46,79,39,7,422,91,128,55,56,31,8,369,8,4,0,0,0,0,12,0,0,0,0,0,0,0,8,4,0,0,0,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,0,7,0,0,0,0,0,0,0,3,4,0,0,0,3,10,7,7,0,0,0,3,17,0,0,0,0
LGA54170,5220,13847,8869,11433,4743,1463,45575,1307,1133,288,122,26,6,2882,117,223,84,56,15,5,500,1424,1356,372,178,41,11,3382,392,157,12,3,3,0,567,13,11,6,0,0,0,30,15,11,3,0,0,0,29,65,22,3,0,0,0,90,485,201,24,3,3,0,716,52,28,0,0,0,0,80,4,0,0,0,0,0,4,5,7,4,4,0,0,20,61,35,4,4,0,0,104,38,57,22,36,8,0,161,7228,15496,9291,11654,4795,1474,49938,6346,15341,8915,10911,4232,1228,46973,1067,820,206,101,26,4,2224,128,259,108,68,16,9,588,1195,1079,314,169,42,13,2812,554,271,39,16,3,3,886,77,83,21,3,3,0,187,35,37,15,3,3,0,93,51,27,12,4,3,3,100,717,418,87,26,12,6,1266,80,55,3,3,3,0,144,0,0,0,0,0,0,0,3,8,3,5,0,0,19,83,63,6,8,3,0,163,0,3,0,0
LGA54200,2154,5135,2644,3029,1378,565,14905,323,197,31,10,5,3,569,11,28,14,11,11,5,80,334,225,45,21,16,8,649,145,44,12,5,3,0,209,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,11,3,0,0,0,32,166,55,15,5,3,0,244,62,51,3,0,0,0,116,0,0,0,0,0,0,0,3,3,0,0,0,0,6,65,54,3,0,0,0,122,39,39,16,15,7,0,116,2758,5508,2723,3070,1404,573,16036,2632,6045,2831,3047,1281,528,16364,296,203,43,26,14,9,591,7,4,4,3,0,0,18,303,207,47,29,14,9,609,193,74,14,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,4,0,18,201,77,17,0,4,0,299,71,48,5,3,0,0,127,3,0,0,0,0,0,3,3,0,0,6,0,0,9,77,48,5,9,0,0,139,0,0,0,0
LGA54280,1170,2179,1336,1469,760,363,7277,382,331,117,51,19,8,908,23,32,8,5,0,0,68,405,363,125,56,19,8,976,228,195,67,47,8,0,545,3,6,3,0,0,0,12,23,15,3,3,0,0,44,0,3,0,0,0,0,3,254,219,73,50,8,0,604,162,73,24,6,4,3,272,0,3,0,0,0,0,3,16,10,4,0,3,0,33,178,86,28,6,7,3,308,42,30,12,8,8,5,105,2049,2877,1574,1589,802,379,9270,1310,2317,1321,1396,726,344,7414,287,294,86,55,23,13,758,39,51,24,10,12,3,139,326,345,110,65,35,16,897,294,156,47,25,9,3,534,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,301,156,47,25,9,3,541,160,59,18,9,3,0,249,28,0,0,0,0,0,28,3,3,0,0,0,0,6,191,62,18,9,3,0,283,0,0,0,0
LGA54340,305,432,183,208,107,61,1296,18,10,3,0,0,0,31,0,0,0,0,0,0,0,18,10,3,0,0,0,31,49,21,11,5,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,52,21,11,5,0,0,89,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,3,0,3,0,0,6,380,466,200,216,107,61,1430,293,444,182,174,96,68,1257,26,7,5,6,3,3,50,3,3,0,0,0,0,6,29,10,5,6,3,3,56,45,22,7,6,4,0,84,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,45,25,7,6,4,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0
LGA54410,105,154,59,58,27,15,418,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,7,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,125,154,62,58,27,15,441,20,44,16,20,9,3,112,95,108,42,34,21,13,313,0,0,0,0,0,0,0,95,108,42,34,21,13,313,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
LGA54480,46,73,30,35,26,10,220,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,3,3,0,0,9,0,0,0,0,0,0,0,56,73,33,38,26,10,236,39,90,21,33,16,3,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
LGA54550,148,282,110,119,67,20,746,14,8,3,0,0,0,25,0,0,0,0,0,0,0,14,8,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,3,6,8,3,0,0,0,3,14,0,0,0,0,0,0,0,170,293,113,119,67,23,785,151,300,102,112,57,13,735,8,8,0,3,0,0,19,0,0,0,0,0,0,0,8,8,0,3,0,0,19,6,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
LGA54620,58,118,50,47,34,12,319,10,11,0,0,0,0,21,0,0,0,0,0,0,0,10,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,0,0,71,129,53,47,34,12,346,68,115,45,44,33,11,316,13,7,0,0,0,0,20,0,0,0,0,0,0,0,13,7,0,0,0,0,20,10,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,3,0,0,3,0,0,6,0,0,0,0
LGA54690,49,73,17,25,17,0,181,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,73,17,25,17,0,184,46,71,17,22,6,3,165,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,68,123,42,63,21,0,317,15,3,0,0,0,0,18,0,3,0,0,0,0,3,15,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,3,0,0,0,0,6,0,0,0,0,0,0,0,86,132,42,63,21,0,344,71,110,44,42,31,7,305,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,3,0,0,20,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
LGA54830,1191,2170,1106,1178,573,302,6520,158,85,16,9,3,0,271,17,16,8,0,0,0,41,175,101,24,9,3,0,312,178,47,11,0,0,0,236,80,48,15,4,0,0,147,0,0,0,0,0,0,0,4,3,0,0,0,0,7,262,98,26,4,0,0,390,3,3,0,0,0,0,6,0,3,0,3,0,0,6,0,0,0,0,0,0,0,3,6,0,3,0,0,12,9,11,3,7,3,0,33,1640,2386,1159,1201,579,302,7267,1440,2469,1241,1102,565,298,7115,161,97,14,3,3,0,278,5,5,0,0,0,0,10,166,102,14,3,3,0,288,207,72,15,9,0,0,303,84,52,15,3,0,3,157,3,3,0,0,0,0,6,0,0,0,0,0,0,0,294,127,30,12,0,3,466,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0
LGA54900,126,187,84,80,49,10,536,14,6,3,0,0,0,23,3,0,0,0,0,0,3,17,6,3,0,0,0,26,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,3,0,0,0,0,12,3,0,0,0,0,0,3,3,0,3,0,0,0,6,15,3,3,0,0,0,21,0,0,0,0,0,0,0,158,199,90,80,49,10,586,136,199,71,77,46,6,535,7,3,0,0,3,0,13,0,0,0,0,0,0,0,7,3,0,0,3,0,13,10,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,13,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,0,0,0
LGA54970,36,46,20,25,18,19,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,3,0,0,21,5,5,0,0,0,0,10,3,3,0,0,0,0,6,3,3,0,3,0,0,9,11,11,0,3,0,0,25,3,0,0,0,0,0,3,60,62,23,31,18,19,213,39,45,18,13,9,13,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,56,93,56,63,28,28,324,24,12,0,0,0,0,36,0,0,0,0,0,0,0,24,12,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,18,14,3,0,0,0,35,0,3,0,0,0,0,3,4,5,3,0,0,0,12,22,22,6,0,0,0,50,7,4,3,0,0,0,14,109,131,68,63,28,28,427,66,102,51,66,30,15,330,11,7,0,0,0,0,18,0,0,0,0,0,0,0,11,7,0,0,0,0,18,15,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,21,10,7,0,0,0,0,17,0,0,0,0,0,3,3,0,0,0,0,3,0,3,10,7,0,0,3,3,23,0,0,0,0
LGA55110,2518,5658,2205,2280,1042,444,14147,1060,923,100,46,16,5,2150,93,157,31,29,7,6,323,1153,1080,131,75,23,11,2473,192,89,14,0,3,0,298,0,0,0,0,0,0,0,20,18,3,0,0,0,41,10,5,0,0,3,0,18,222,112,17,0,6,0,357,169,119,8,0,0,0,296,0,0,0,0,0,0,0,0,4,3,0,3,0,10,169,123,11,0,3,0,306,33,38,15,5,4,3,98,4095,7011,2379,2360,1078,458,17381,3313,7372,2592,2618,1092,436,17423,697,591,77,30,9,6,1410,117,136,27,14,6,0,300,814,727,104,44,15,6,1710,744,544,57,15,5,0,1365,6,16,7,0,3,0,32,9,14,3,0,0,0,26,3,0,0,0,3,0,6,762,574,67,15,11,0,1429,124,60,9,7,5,0,205,0,0,0,0,0,0,0,0,4,0,0,0,0,4,124,64,9,7,5,0,209,8,13,0,0
LGA55180,604,1085,522,514,305,129,3159,52,20,7,3,0,3,85,4,3,0,0,0,0,7,56,23,7,3,0,3,92,101,35,3,3,3,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,35,3,3,3,0,145,26,5,4,0,0,0,35,3,3,3,0,3,0,12,5,0,0,0,0,0,5,34,8,7,0,3,0,52,7,4,3,0,3,0,17,802,1155,542,520,314,132,3465,636,1149,462,434,246,109,3036,54,12,0,0,0,3,69,0,0,3,4,3,0,10,54,12,3,4,3,3,79,69,36,8,3,3,3,122,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,69,40,8,3,3,3,126,14,3,3,3,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,7,3,3,0,0,27,0,0,0,0
LGA55250,58,95,53,50,17,40,313,8,5,4,0,3,0,20,0,0,0,0,0,0,0,8,5,4,0,3,0,20,10,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,17,9,0,3,0,0,0,12,6,0,0,0,0,0,6,3,0,0,0,0,0,3,18,0,3,0,0,0,21,3,3,0,0,0,0,6,97,107,63,50,20,40,377,56,94,30,26,17,26,249,4,0,4,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,8,6,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,4260,8910,4781,5545,2369,823,26688,2498,1688,410,173,39,12,4820,251,271,98,68,22,8,718,2749,1959,508,241,61,20,5538,955,435,71,27,3,3,1494,149,33,6,4,0,0,192,3,3,0,0,0,0,6,10,8,0,0,0,0,18,1117,479,77,31,3,3,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,28,32,16,28,5,0,109,8154,11383,5382,5845,2438,846,34048,5086,9300,4808,5624,2337,734,27889,2190,1393,353,184,39,11,4170,195,257,97,64,25,3,641,2385,1650,450,248,64,14,4811,855,390,61,20,4,0,1330,165,51,12,7,3,0,238,19,39,11,5,0,0,74,11,7,3,0,0,0,21,1050,487,87,32,7,0,1663,0,7,9,7,0,3,26,0,0,0,0,0,0,0,3,4,0,0,0,0,7,3,11,9,7,0,3,33,3,3,0,0
LGA55390,13,24,6,3,6,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,6,0,0,3,12,0,0,0,0,0,0,0,3,6,6,0,0,3,18,13,3,0,0,0,0,16,29,33,12,3,6,11,94,10,16,5,5,6,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,14,0,0,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0
LGA55460,260,405,180,175,106,45,1171,14,0,0,3,0,0,17,0,0,0,0,0,0,0,14,0,0,3,0,0,17,70,13,5,0,0,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,13,5,0,0,3,91,7,4,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,3,0,0,9,7,10,0,3,0,0,20,3,0,0,0,0,0,3,354,428,185,181,106,48,1302,271,427,157,154,77,35,1121,32,9,3,0,0,0,44,0,0,0,0,0,0,0,32,9,3,0,0,0,44,41,3,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,44,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,4,0,0,10,9,3,0,4,0,0,16,0,0,0,0
LGA55530,46,53,25,33,22,7,186,3,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,52,53,25,36,22,7,195,43,54,18,24,12,11,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0
LGA55600,159,275,120,148,73,31,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,0,3,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,0,3,0,3,45,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,6,0,3,0,0,0,0,3,192,290,120,151,73,34,860,179,323,116,114,66,32,830,8,3,0,0,0,0,11,0,0,0,0,0,0,0,8,3,0,0,0,0,11,25,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,0,0,0,31,4,3,0,0,0,0,7,0,0,0,0,0,0,0,3,3,3,0,0,0,9,7,6,3,0,0,0,16,0,0,0,0
LGA55670,67,100,38,47,32,8,292,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,79,103,38,47,32,8,307,65,93,24,44,24,10,260,7,4,0,0,0,0,11,0,0,0,0,0,0,0,7,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
