State,Region Type,ASGS 2011,Frequency,Selected Medians and Averages,Time,Value,Flags
"Queensland","Statistical Area Level 3","Narangba - Burpengary","Annual","Median total personal income ($/weekly)","2006",459,
"Queensland","Statistical Area Level 3","Narangba - Burpengary","Annual","Median total personal income ($/weekly)","2011",562,
"Queensland","Statistical Area Level 3","Redcliffe","Annual","Median total personal income ($/weekly)","2001",293,
"Queensland","Statistical Area Level 3","Redcliffe","Annual","Median total personal income ($/weekly)","2006",400,
"Queensland","Statistical Area Level 3","Redcliffe","Annual","Median total personal income ($/weekly)","2011",515,
"Queensland","Statistical Area Level 3","Hills District","Annual","Median total personal income ($/weekly)","2001",483,
"Queensland","Statistical Area Level 3","Hills District","Annual","Median total personal income ($/weekly)","2006",597,
"Queensland","Statistical Area Level 3","Hills District","Annual","Median total personal income ($/weekly)","2011",740,
"Queensland","Statistical Area Level 3","North Lakes","Annual","Median total personal income ($/weekly)","2001",398,
"Queensland","Statistical Area Level 3","North Lakes","Annual","Median total personal income ($/weekly)","2006",523,
"Queensland","Statistical Area Level 3","North Lakes","Annual","Median total personal income ($/weekly)","2011",673,
"Queensland","Statistical Area Level 3","Strathpine","Annual","Median total personal income ($/weekly)","2001",379,
"Queensland","Statistical Area Level 3","Strathpine","Annual","Median total personal income ($/weekly)","2006",491,
"Queensland","Statistical Area Level 3","Strathpine","Annual","Median total personal income ($/weekly)","2011",617,
"Queensland","Statistical Area Level 3","Far North","Annual","Median total personal income ($/weekly)","2001",279,
"Queensland","Statistical Area Level 3","Far North","Annual","Median total personal income ($/weekly)","2006",352,
"Queensland","Statistical Area Level 3","Far North","Annual","Median total personal income ($/weekly)","2011",465,
"Queensland","Statistical Area Level 3","Outback - North","Annual","Median total personal income ($/weekly)","2001",464,
"Queensland","Statistical Area Level 3","Outback - North","Annual","Median total personal income ($/weekly)","2006",590,
"Queensland","Statistical Area Level 3","Outback - North","Annual","Median total personal income ($/weekly)","2011",791,
"Queensland","Statistical Area Level 3","Outback - South","Annual","Median total personal income ($/weekly)","2001",399,
"Queensland","Statistical Area Level 3","Outback - South","Annual","Median total personal income ($/weekly)","2006",461,
"Queensland","Statistical Area Level 3","Outback - South","Annual","Median total personal income ($/weekly)","2011",582,
"Queensland","Statistical Area Level 3","Buderim","Annual","Median total personal income ($/weekly)","2001",345,
"Queensland","Statistical Area Level 3","Buderim","Annual","Median total personal income ($/weekly)","2006",454,
"Queensland","Statistical Area Level 3","Buderim","Annual","Median total personal income ($/weekly)","2011",534,
"Queensland","Statistical Area Level 3","Caloundra","Annual","Median total personal income ($/weekly)","2001",292,
"Queensland","Statistical Area Level 3","Caloundra","Annual","Median total personal income ($/weekly)","2006",410,
"Queensland","Statistical Area Level 3","Caloundra","Annual","Median total personal income ($/weekly)","2011",506,
"Queensland","Statistical Area Level 3","Maroochy","Annual","Median total personal income ($/weekly)","2001",323,
"Queensland","Statistical Area Level 3","Maroochy","Annual","Median total personal income ($/weekly)","2006",450,
"Queensland","Statistical Area Level 3","Maroochy","Annual","Median total personal income ($/weekly)","2011",542,
"Queensland","Statistical Area Level 3","Nambour - Pomona","Annual","Median total personal income ($/weekly)","2001",297,
"Queensland","Statistical Area Level 3","Nambour - Pomona","Annual","Median total personal income ($/weekly)","2006",397,
"Queensland","Statistical Area Level 3","Nambour - Pomona","Annual","Median total personal income ($/weekly)","2011",486,
"Queensland","Statistical Area Level 3","Noosa","Annual","Median total personal income ($/weekly)","2001",349,
"Queensland","Statistical Area Level 3","Noosa","Annual","Median total personal income ($/weekly)","2006",458,
"Queensland","Statistical Area Level 3","Noosa","Annual","Median total personal income ($/weekly)","2011",540,
"Queensland","Statistical Area Level 3","Sunshine Coast Hinterland","Annual","Median total personal income ($/weekly)","2001",294,
"Queensland","Statistical Area Level 3","Sunshine Coast Hinterland","Annual","Median total personal income ($/weekly)","2006",399,
"Queensland","Statistical Area Level 3","Sunshine Coast Hinterland","Annual","Median total personal income ($/weekly)","2011",490,
"Queensland","Statistical Area Level 3","Toowoomba","Annual","Median total personal income ($/weekly)","2001",335,
"Queensland","Statistical Area Level 3","Toowoomba","Annual","Median total personal income ($/weekly)","2006",436,
"Queensland","Statistical Area Level 3","Toowoomba","Annual","Median total personal income ($/weekly)","2011",552,
"Queensland","Statistical Area Level 3","Charters Towers - Ayr - Ingham","Annual","Median total personal income ($/weekly)","2001",319,
"Queensland","Statistical Area Level 3","Charters Towers - Ayr - Ingham","Annual","Median total personal income ($/weekly)","2006",391,
"Queensland","Statistical Area Level 3","Charters Towers - Ayr - Ingham","Annual","Median total personal income ($/weekly)","2011",484,
"Queensland","Statistical Area Level 3","Townsville","Annual","Median total personal income ($/weekly)","2001",396,
"Queensland","Statistical Area Level 3","Townsville","Annual","Median total personal income ($/weekly)","2006",517,
"Queensland","Statistical Area Level 3","Townsville","Annual","Median total personal income ($/weekly)","2011",652,
"Queensland","Statistical Area Level 3","Bundaberg","Annual","Median total personal income ($/weekly)","2001",278,
"Queensland","Statistical Area Level 3","Bundaberg","Annual","Median total personal income ($/weekly)","2006",359,
"Queensland","Statistical Area Level 3","Bundaberg","Annual","Median total personal income ($/weekly)","2011",425,
"Queensland","Statistical Area Level 3","Burnett","Annual","Median total personal income ($/weekly)","2001",280,
"Queensland","Statistical Area Level 3","Burnett","Annual","Median total personal income ($/weekly)","2006",348,
"Queensland","Statistical Area Level 3","Burnett","Annual","Median total personal income ($/weekly)","2011",394,
"Queensland","Statistical Area Level 3","Gympie - Cooloola","Annual","Median total personal income ($/weekly)","2001",271,
"Queensland","Statistical Area Level 3","Gympie - Cooloola","Annual","Median total personal income ($/weekly)","2006",345,
"Queensland","Statistical Area Level 3","Gympie - Cooloola","Annual","Median total personal income ($/weekly)","2011",411,
"Queensland","Statistical Area Level 3","Hervey Bay","Annual","Median total personal income ($/weekly)","2001",262,
"Queensland","Statistical Area Level 3","Hervey Bay","Annual","Median total personal income ($/weekly)","2006",348,
"Queensland","Statistical Area Level 3","Hervey Bay","Annual","Median total personal income ($/weekly)","2011",397,
"Queensland","Statistical Area Level 3","Maryborough","Annual","Median total personal income ($/weekly)","2001",269,
"Queensland","Statistical Area Level 3","Maryborough","Annual","Median total personal income ($/weekly)","2006",341,
"Queensland","Statistical Area Level 3","Maryborough","Annual","Median total personal income ($/weekly)","2011",395,
"Queensland","Statistical Area Level 3","Migratory - Offshore - Shipping (Qld)","Annual","Median total personal income ($/weekly)","2001",530,
"Queensland","Statistical Area Level 3","Migratory - Offshore - Shipping (Qld)","Annual","Median total personal income ($/weekly)","2006",772,
"Queensland","Statistical Area Level 3","Migratory - Offshore - Shipping (Qld)","Annual","Median total personal income ($/weekly)","2011",672,
"South Australia","Statistical Area Level 3","Adelaide City","Annual","Median total personal income ($/weekly)","2001",466,
"South Australia","Statistical Area Level 3","Adelaide City","Annual","Median total personal income ($/weekly)","2006",561,
"South Australia","Statistical Area Level 3","Adelaide City","Annual","Median total personal income ($/weekly)","2011",619,
"South Australia","Statistical Area Level 3","Adelaide Hills","Annual","Median total personal income ($/weekly)","2001",412,
"South Australia","Statistical Area Level 3","Adelaide Hills","Annual","Median total personal income ($/weekly)","2006",507,
"South Australia","Statistical Area Level 3","Adelaide Hills","Annual","Median total personal income ($/weekly)","2011",627,
"South Australia","Statistical Area Level 3","Burnside","Annual","Median total personal income ($/weekly)","2001",474,
"South Australia","Statistical Area Level 3","Burnside","Annual","Median total personal income ($/weekly)","2006",595,
"South Australia","Statistical Area Level 3","Burnside","Annual","Median total personal income ($/weekly)","2011",705,
"South Australia","Statistical Area Level 3","Campbelltown (SA)","Annual","Median total personal income ($/weekly)","2001",338,
"South Australia","Statistical Area Level 3","Campbelltown (SA)","Annual","Median total personal income ($/weekly)","2006",414,
"South Australia","Statistical Area Level 3","Campbelltown (SA)","Annual","Median total personal income ($/weekly)","2011",516,
"South Australia","Statistical Area Level 3","Norwood - Payneham - St Peters","Annual","Median total personal income ($/weekly)","2001",390,
"South Australia","Statistical Area Level 3","Norwood - Payneham - St Peters","Annual","Median total personal income ($/weekly)","2006",486,
"South Australia","Statistical Area Level 3","Norwood - Payneham - St Peters","Annual","Median total personal income ($/weekly)","2011",594,
"South Australia","Statistical Area Level 3","Prospect - Walkerville","Annual","Median total personal income ($/weekly)","2001",437,
"South Australia","Statistical Area Level 3","Prospect - Walkerville","Annual","Median total personal income ($/weekly)","2006",540,
"South Australia","Statistical Area Level 3","Prospect - Walkerville","Annual","Median total personal income ($/weekly)","2011",661,
"South Australia","Statistical Area Level 3","Unley","Annual","Median total personal income ($/weekly)","2001",461,
"South Australia","Statistical Area Level 3","Unley","Annual","Median total personal income ($/weekly)","2006",574,
"South Australia","Statistical Area Level 3","Unley","Annual","Median total personal income ($/weekly)","2011",712,
"South Australia","Statistical Area Level 3","Gawler - Two Wells","Annual","Median total personal income ($/weekly)","2001",338,
"South Australia","Statistical Area Level 3","Gawler - Two Wells","Annual","Median total personal income ($/weekly)","2006",435,
"South Australia","Statistical Area Level 3","Gawler - Two Wells","Annual","Median total personal income ($/weekly)","2011",535,
"South Australia","Statistical Area Level 3","Playford","Annual","Median total personal income ($/weekly)","2001",284,
"South Australia","Statistical Area Level 3","Playford","Annual","Median total personal income ($/weekly)","2006",367,
"South Australia","Statistical Area Level 3","Playford","Annual","Median total personal income ($/weekly)","2011",451,
